source,year,title,doi
Semantic Scholar,2014,بررسی کارایی درمان مبتنی بر پذیرش و تعهد و زوج درمانی رفتاری یکپارچهنگر بر نگرانی و سازگاری زناشویی زنهای دارای آشفتگی زناشویی و اختلال اضطراب فراگیر,10.22051/psy.2018.20825.1665
OpenAlex,2020,"The Comparison of Emotion Regulation Strategies, Worry, Meta Mood and Cognitive Failures in Individual with and without Generalized Anxiety Disorder",10.22051/psy.2020.26678.1951
Semantic Scholar,2011,کارآیی طرحوارهدرمانی در درمان زنان مبتلا به اختلال اضطراب فراگیر,10.22054/jcps.2017.7906
OpenAlex,2017,مقایسه اثربخشی درمان مبتنی بر عدم تحمل بلاتکلیفی، درمان دارویی با بوسپیرون و درمان ترکیبی در بهبود علائم بیماران مبتلا به اختلال اضطراب فراگیر,10.22054/jcps.2017.7909
OpenAlex,2018,مقایسه اثربخشی درمان شناختی رفتاری گروهی و درمان شناختی مبتنی بر ذهن آگاهی بر زنان مبتلا به اختلال اضطراب فراگیر,10.22054/jcps.2019.11948.1344
OpenAlex,2018,ارزیابی کارایی طرحواره درمانی هیجانی بر سوگیری تفسیر(تفسیر مربوط به خود، تفسیر مربوط به دیگران) در مبتلایان به اختلال اضطراب فراگیر,10.22054/jcps.2019.35672.1965
OpenAlex,2020,Cognitive-Affective control training reduces worry and GAD symptoms: investigating training and transfer effect,10.22054/jcps.2021.60124.2556
OpenAlex,2024,"The Effectiveness of Emotional Schema Therapy on Cognitive Emotion Regulation, Intolerance of Uncertainty and Cognitive Flexibility in People with Generalized Anxiety Disorder",10.22054/jpe.2025.73929.2577
Semantic Scholar,2015,نقش تعدیلکننده باورهای فراشناختی و نارسایی تنظیم شناختی هیجان در رابطه بین تحملناپذیری بلاتکلیفی و نگرانی در بیماران مبتلا به وسواس فکری- عملی,10.22054/qccpc.2016.6724
OpenAlex,2020,اثربخشی گروه درمانی مبتنی بر تنظیم هیجان بر بهبود علایم، نگرانی و نقص در تنظیم هیجان افراد مبتلا به اختلال وحشتزدگی,10.22055/jac.2020.33169.1734
OpenAlex,2024,سبک ادراک نزدیکی خطر به عنوان عامل آسیبپذیری اختصاصی نشانههای اختلالات اضطرابی,10.22055/psy.2022.39731.2776
OpenAlex,2019,هنجاریابی و بررسی ویژگیهای روانسنجی پرسشنامه نگرانی (PSWQ-C) در کودکان و نوجوانان 8 تا 18 ساله,10.22059/japr.2019.276899.643193
OpenAlex,2025,"The Comparison of the Effectiveness of Emotional Schema Therapy and Mindfulness-Based Cognitive Therapy on Cognitive Emotion Regulation, Intolerance of Uncertainty, and Cognitive Flexibility in Patients with Generalized Anxiety Disorder",10.22059/japr.2025.356174.644559
OpenAlex,2011,مقایسه باور های فراشناختی و راهبرد های کنترل فکر در دانشجویان با سطوح بهنجار وبیمارگون از نگرانی,10.22067/ijap.v1i1.2138
Semantic Scholar,2016,اثربخشی درمان شناختی مبتنی بر ذهنآگاهی در درمان افراد مبتلا به اضطراب فراگیر,10.22067/ijap.v5i1.40703
Europe PMC,2020,The Four-item Patient Health Questionnaire for Anxiety and Depression: A Validation Study in Infertile Patients.,10.22074/ijfs.2020.44412
OpenAlex,2017,اثر بخشی درمان شناختی مبتنی بر مدل داگاس بر عدم تحمل بلاتکلیفی، اجتناب شناختی و باورهای مثبت نگرانی در بیماران مبتلا به اختلال اضطراب فراگیر,10.22075/jcp.2017.10203
OpenAlex,2010,خصوصیات روانسنجی نسخه فارسی پرسشنامه نگرانی ایالت پنسیلوانیا در دانشجویان,10.22075/jcp.2017.1988
OpenAlex,2016,اثربخشی طرحواره درمانی هیجانی در کاهش نگرانی و علائم و نشانههای اضطراب بیماران مبتلا به اختلال اضطراب فراگیر (GAD): مطالعه تکآزمودنی,10.22075/jcp.2017.2235
OpenAlex,2018,اثربخشی درمان آدلری بر علایم بالینی و رضایت از زندگی افراد مبتلا به اختلال اضطراب فراگیر,10.22075/jcp.2018.13191.1284
OpenAlex,2021,The mediating role of cognitive emotion regulation strategies and worry in the relationship between resilience and anxiety of being infected by COVID-19,10.22075/jcp.2021.22029.2027
OpenAlex,2017,اعتباریابی نسخه فارسی پرسشنامه نگرانی ایالت پنسیلوانیا در بیماران مبتلا به مولتیپل اسکلروزیس,10.22100/jkh.v12i1.1596
OpenAlex,2024,Reliability and Validity of the Chinese Version of the Threat Appraisal Questionnaire in Assessing Children and Adolescents,10.22158/assc.v6n3p134
OpenAlex,2015,Personality and Worry: The Role of Intolerance of Uncertainty,10.2224/sbp.2015.43.10.1607
OpenAlex,2024,Development and Validation of the Academic Worry State Questionnaire(AWSQ) for Learners in their 20s,10.22251/jlcci.2024.24.17.61
OpenAlex,2021,875-P: Breathe Diabetes Management Program: A Personalized App to Assist Type 2 Diabetics in India to Achieve Healthy Outcomes,10.2337/db21-875-p
OpenAlex,2024,695-P: The Moderating Role of Worry on the Relationship between Diabetes Knowledge and Self-Management Activities,10.2337/db24-695-p
OpenAlex,2022,Subliminal Priming with Positive Auditory Stimuli Significantly Improves Self-Esteem and Emotional Well-Being,10.24018/ejmed.2022.4.6.1328
OpenAlex,2025,Positive Auditory Stimuli and Its Effects on PTSD: A Case Study on Police Officers,10.24018/ejmed.2025.7.5.2290
OpenAlex,2023,Overthinking Pada Mahasiswa: Analisis Perbandingan Mahasiswa Tingkat Awal dan Tingkat Akhir,10.24127/gdn.v13i2.7455
OpenAlex,2022,COGNITIVE ASPECT OF PSYCHOSEMANTIC RECONSTRUCTION OF GENERALIZED ANXIETY DISORDER,10.24195/2414-4665-2021-4-1
Europe PMC,2011,Psychometric properties of the Padua Inventory in Chinese college samples.,10.2466/02.03.09.15.pr0.109.6.803-818
OpenAlex,2020,"Evaluating the psychological effects that encounter vitiligo patients in National Guard Health Affairs, Al Riyadh",10.24911/ijmdc.51-1600743767
OpenAlex,2019,Prevalence and Gender Differences in Worry and Social Anxiety among Greek High School Adolescents,10.24940/theijhss/2019/v7/i10/hs1910-084
OpenAlex,2018,Psychological reactions during competitive season and association with sleep among Norwegian junior elite athletes,10.24985/ijass.2018.30.2.98
OpenAlex,2017,Exploratory and Confirmatory Factor Analysis of the Korean version of the Penn State Worry Questionnaire,10.24986/anxmod.2017.13.2.005
Semantic Scholar,2017,Exploratory and Confirmatory Factor Analysis of the Korean version of the Penn State Worry Questionnaire,10.24986/anxmod.2017.13.2.86
Europe PMC,2015,Evaluation of anxiety levels and factors associated with positive test results in patients with drug hypersensitivity.,10.2500/aap.2015.36.3878
OpenAlex,2020,The Use of Virtual Reality Games as a Tool to Overcome Acrophobia,10.2507/31st.daaam.proceedings.068
OpenAlex,2015,Effectiveness of Cognitive-Behavioral Therapy (CBT) on Quality of Life (QOL) and Worry in Patients with Generalized Anxiety Disorder (GAD),10.25215/0202.021
OpenAlex,2018,Gender Differences in Self Reported Worrying and Emotional Regulation Deficits in Generalized Anxiety Disorder (GAD) Patients,10.25215/0603.060
PubMed,2021,,10.25302/03.2021.cer.151133007
PubMed,2019,,10.25302/10.2019.ad.131006824
OpenAlex,2021,Assoziationsuntersuchung von ausgewählten Polymorphismen der Gene DNMT3A und DNMT3B mit der Panikstörung,10.25972/opus-23468
OpenAlex,2025,Analysing the effectiveness of a transdiagnostic group CBT approach for comorbid anxiety disorders,10.26021/16608
OpenAlex,2021,Worry and Rumination: Measurement Invariance Across Gender,10.26076/91e0-6588
OpenAlex,2020,Depression and Repetitive Negative Thinking among Older Adults: The Specific Role of Executive Dysfunction,10.26650/sp2019-0074
OpenAlex,2018,An evaluation of the effect on depression and anxiety levels of the frequency of providing informing to the relatives of patients treated in intensive care unit,10.28982/josam.440146
Semantic Scholar,2020,Depression Reduces the Effect of Phototherapy on the Psoriasis Patients,10.29228/jamp.45803
Semantic Scholar,2021,Evaluation of Pain and Anxiety Levels of Tooth Extraction,10.29228/jamp.46109
Semantic Scholar,2016,The Relationship between Self- compassion and Depression with Mediating's Thought Rumination and Worry in Female Nurses,10.29252/ijn.29.99.100.10
OpenAlex,2018,"Effectiveness of acceptance and commitment therapy in improving interpersonal problems, quality of life, and worry in patients with body dysmorphic disorder",10.29333/ejgm/93468
Europe PMC,2022,The Validity and Reliability of the Turkish Version of the Meta-Worry Questionnaire.,10.29399/npa.27926
OpenAlex,2020,"Overthinking Hurts: Rumination, Worry and Mental Health of International Students in China During Covid-19 Pandemic",10.2991/assehr.k.201201.004
OpenAlex,2016,憂慮、反芻、睡前認知激發與睡眠品質之關係—以客觀生理評估為例,10.30074/fjmh.201603_29(1).0003
OpenAlex,2021,اثربخشی درمان شناختی رفتاری بر نشخوار فکری، نگرانی و حساسیت اضطرابی در افراد با نشانه های اختلالات اضطرابی,10.30495/jinev.2021.1889578.2090
OpenAlex,2021,"The Effectiveness of Cognitive Behavioral Therapy on Rumination, Worry and Anxiety Sensitivity in People with Anxiety Disorders",10.30495/jinev.2021.683359
OpenAlex,2021,"The Effectiveness of Well-Being Group Therapy on Psychological Well-Being, Cognitive Emotion Regulation, Worry, and Resilience of Female-Headed Households",10.30495/jzvj.2021.24757.3218
OpenAlex,2025,A single-arm clinical trial to evaluate the safety and efficacy of Mentacalm tablets in reducing stress and anxiety in adults,10.30574/wjbphs.2025.22.1.0179
Europe PMC,2018,Screening Tool for Anxiety Disorders: Development and Validation of the Korean Anxiety Screening Assessment.,10.30773/pi.2018.09.27.2
Europe PMC,2019,Validity and Reliability of Cognitive Attentional Syndrome-1 Questionnaire.,10.30773/pi.2019.02.11.1
Europe PMC,2021,Validity and Reliability of the Turkish Version of Generalized Anxiety Disorder Scale-Revised.,10.30773/pi.2021.0174
Europe PMC,2021,Pathological Worry is Related to Poor Long-Term Pharmacological Treatment Response in Patients With Panic Disorder.,10.30773/pi.2021.0227
Europe PMC,2023,Impact of Intolerance of Uncertainty on Brain Structural Changes in Panic Disorder.,10.30773/pi.2023.0181
Europe PMC,2026,Longitudinal Association Between Generalized Anxiety Disorder and Cognitive Change: A Meta-Analysis.,10.30773/pi.2025.0299
OpenAlex,2021,RESILIENCE AND WORRY AMONG UNDERGRADUATE MEDICAL STUDENTS: A CROSS-SECTIONAL STUDY,10.31032/ijbpas/2021/10.12.2022
Europe PMC,2023,Digital Therapeutics for Insomnia: Assessing the Effectiveness of a Computerized Home-Based Cognitive Stimulation Program.,10.31083/j.jin2202034
OpenAlex,2024,ScholarOne - Measurement Invariance of the Polish Version of the PSWQ-C Questionnaire: A Comparison of Paper-Pencil and Online Research,10.31124/advance.172427508.84481938/v1
Europe PMC,2019,Dorsal Anterior Cingulate Cortical Thickness Is Associated with Improvement in Worry Severity Following Treatment in Late-Life Generalized Anxiety Disorder,10.31234/osf.io/6c8gz
Europe PMC,2020,The Impact of COVID-19 Probability and Cost Estimates on Worry and Health Behavior Compliance in Young Adults,10.31234/osf.io/cn8dy
Europe PMC,2021,Cross-Cultural and Gender Invariance of Five Common Symptom and Cognitive Vulnerability Measures in the United States and Singapore,10.31234/osf.io/fn5s4
Europe PMC,2018,Transcutaneous vagus nerve stimulation and emotional inhibition of return,10.31234/osf.io/p4ty3
Europe PMC,2023,Enhancing the efficacy of CBT for patients with unipolar depression by integrating digital interventions into treatment: A pilot randomized controlled trial,10.31234/osf.io/zsfkc
OpenAlex,2022,Martwienie się a strategie radzenia sobie ze stresem u młodzieży. Mediacyjna rola prężności psychicznej,10.31648/przegldpsychologiczny.8228
OpenAlex,2022,Worry and stress coping strategies among youth: the mediating role of psychological resilience,10.31648/przegldpsychologiczny.8804
OpenAlex,2018,Generalized Anxiety Disorder Symptom Improvement Following Mindfulness-Based Stress Reduction in a General Hospital Setting,10.3233/jmp-170012
OpenAlex,2021,Dimensionality of the Penn State Worry Questionnaire and its brief versions,10.32348/1852.4206.v13.n2.27395
OpenAlex,2021,Psychometric properties of the Persian version of the Perth Emotional Regulation Competency Inventory,10.32592/ajnpp.2022.9.2.106
OpenAlex,2021,Comparing the Effectiveness of Acceptance and Commitment Therapy and Compassion Focused Therapy on Worry Severity and Loneliness Among the Patients With Multiple Sclerosis,10.32598/hms.27.4.3426.1
OpenAlex,2021,Comparing the Effects of Integrated Cognitive-Behavioral Therapy and Transdiagnostic Treatment on Symptoms of Patients with Generalized Anxiety Disorder Comorbid with Depression,10.32598/ijpcp.27.4.3067.3
OpenAlex,2024,"Effect of Dialectical Behavior Therapy on Cognitive Emotion Regulation, Cognitive Flexibility, and Worry in Women With Depression: A Randomized Controlled Clinical Trial",10.32598/ijpcp.29.4.4714.1
OpenAlex,2022,The Mediating Role of Cognitive Emotion Regulation and Mindfulness in the Relationship Between Worry and Generalized Anxiety,10.32598/jams.25.1.6730.1
OpenAlex,2025,"The relationship between maternal concern and social support in mothers of children hospitalized in Taleghani Hospital, Gorgan, Iran: A cross-sectional study",10.32598/jnacs.2025.1227
OpenAlex,2025,The Effectiveness of “Active Aging” Intervention on the Hope and Worry of Retired Women: A Quasi-experimental Study,10.32598/jpcp.13.3.746.8
OpenAlex,2019,"Transdiagnostic Processes in Generalized Anxiety Disorder and Obsessive-Compulsive Disorder: Worry, Cognitive Avoidance, Intolerance of Uncertainty, and Metacognitive Beliefs",10.32598/jpcp.7.4.281
OpenAlex,2022,Effectiveness of Mindfulness-Based Stress Reduction and Dialectical Behavior Therapy on Pathological Worry and Difficulty in Emotion Regulation in Students With Depression Symptoms,10.32598/jrh.12.3.1973.1
OpenAlex,2022,The Comparison of the Effectiveness of Acceptance and Commitment Therapy and Spirituality Therapy in Reducing Anxiety in Women with Breast Cancer,10.32768/abc.202294497-504
OpenAlex,2022,Relationship Between Anxiety and Heart Rate Variability in Elderly Insomnia Patients,10.33069/cim.2022.0029
Europe PMC,2015,An explanatory randomised controlled trial testing the effects of targeting worry in patients with persistent persecutory delusions: the Worry Intervention Trial (WIT),10.3310/eme02010
Europe PMC,2010,Reliability and validity of the Korean version of the Penn State Worry Questionnaire in primary school children.,10.3346/jkms.2010.25.8.1210
Europe PMC,2012,"Relationship between irritable bowel syndrome, worry and stress in adolescent girls.",10.3346/jkms.2012.27.11.1398
Europe PMC,2021,Impact of the Coronavirus Disease Pandemic on Mental Health among Local Residents in Korea: a Cross Sectional Study.,10.3346/jkms.2021.36.e322
OpenAlex,2019,Validation of the Korean Perseverative Thinking Questionnaire,10.33703/cbtk.2019.19.1.89
OpenAlex,2019,Validation of the Korean Ruminative Thought Style Questionnaire(K-RTSQ),10.33703/cbtk.2019.19.2.157
OpenAlex,2020,Validation of the Korean version of Repetitive Thinking Questionnaire (K-RTQ),10.33703/cbtk.2020.20.3.297
OpenAlex,2024,Effects of Applied Relaxation Treatment Program for Relieving Generalized Anxiety Symptoms,10.33703/cbtk.2024.24.3.345
OpenAlex,2022,통제욕구와 걱정간의 관계: 정서조절방략의 조절효과,10.33770/jebd.38.4.10
OpenAlex,2020,Perfectionism and Academic Burnout: The Mediating Role of Worry and Depressive Rumination in University Students,10.33824/pjpr.2020.35.3.25
Europe PMC,2017,Unlocking Neurocognitive Substrates of Late-Life Affective Symptoms Using the Research Domain Criteria: Worry Is an Essential Dimension.,10.3389/fnagi.2017.00380
Europe PMC,2021,Severity of Subjective Cognitive Complaints and Worries in Older Adults Are Associated With Cerebral Amyloid-β Load.,10.3389/fnagi.2021.675583
Europe PMC,2011,The Relationship between Intelligence and Anxiety: An Association with Subcortical White Matter Metabolism.,10.3389/fnevo.2011.00008
Europe PMC,2016,Goal Directed Worry Rules Are Associated with Distinct Patterns of Amygdala Functional Connectivity and Vagal Modulation during Perseverative Cognition.,10.3389/fnhum.2016.00553
Europe PMC,2016,Association between Attention and Heart Rate Fluctuations in Pathological Worriers.,10.3389/fnhum.2016.00648
Europe PMC,2019,Convergent Neural Correlates of Empathy and Anxiety During Socioemotional Processing.,10.3389/fnhum.2019.00094
Europe PMC,2020,Gender Comparison of Psychological Comorbidities in Tinnitus Patients - Results of a Cross-Sectional Study.,10.3389/fnins.2020.00704
Europe PMC,2021,"Associations of Thyroid Hormones Profile During Normal Pregnancy and Postpartum With Anxiety, Depression, and Obsessive/Compulsive Disorder Scores in Euthyroid Women.",10.3389/fnins.2021.663348
Europe PMC,2014,Electrophysiological evidence of the time course of attentional bias in non-patients reporting symptoms of depression with and without co-occurring anxiety.,10.3389/fpsyg.2014.00301
Europe PMC,2015,"Mother-preterm infant interactions at 3 months of corrected age: influence of maternal depression, anxiety and neonatal birth weight.",10.3389/fpsyg.2015.01234
Europe PMC,2017,Worry and Metacognitions as Predictors of Anxiety Symptoms: A Prospective Study.,10.3389/fpsyg.2017.00924
Europe PMC,2019,Group Metacognitive Therapy for Generalized Anxiety Disorder: A Pilot Feasibility Trial.,10.3389/fpsyg.2019.00290
Europe PMC,2020,A Multiple-Baseline Evaluation of Acceptance and Commitment Therapy Focused on Repetitive Negative Thinking for Comorbid Generalized Anxiety Disorder and Depression.,10.3389/fpsyg.2020.00356
Europe PMC,2020,Developmental Dimensions in Preterm Infants During the 1st Year of Life: The Influence of Severity of Prematurity and Maternal Generalized Anxiety.,10.3389/fpsyg.2020.00455
Europe PMC,2020,Temporal and Reciprocal Relations Between Worry and Rumination Among Subgroups of Metacognitive Beliefs.,10.3389/fpsyg.2020.551503
Europe PMC,2021,"Freely Generated Word Responses Analyzed With Artificial Intelligence Predict Self-Reported Symptoms of Depression, Anxiety, and Worry.",10.3389/fpsyg.2021.602581
Europe PMC,2021,A Brief Online and Offline (Paper-and-Pencil) Screening Tool for Generalized Anxiety Disorder: The Final Phase in the Development and Validation of the Mental Health Screening Tool for Anxiety Disorders (MHS: A).,10.3389/fpsyg.2021.639366
Europe PMC,2021,"Association Between Daily Worry, Pathological Worry, and Fear of Progression in Patients With Cancer.",10.3389/fpsyg.2021.648623
Europe PMC,2021,"The Impact of COVID-19 Pandemic on University Faculty, Staff, and Students and Coping Strategies Used During the Lockdown in the United Arab Emirates.",10.3389/fpsyg.2021.682757
Europe PMC,2022,Standard CBT versus integrative and multimodal CBT assisted by virtual-reality for generalized anxiety disorder.,10.3389/fpsyg.2022.1008981
Europe PMC,2022,Intolerance of Uncertainty Scale-12: Psychometric Properties of This Construct Among Iranian Undergraduate Students.,10.3389/fpsyg.2022.894316
Europe PMC,2023,"The predictive role of intolerance of uncertainty and trait of worry in breast cancer patients: A prospective, observational, single-center clinical study.",10.3389/fpsyg.2023.1092060
Europe PMC,2024,Worry and ruminative brooding: associations with cognitive and physical health in older adults.,10.3389/fpsyg.2024.1332398
Europe PMC,2024,"Stress, repetitive negative thinking, and mental health in Chilean university students: an ecological momentary assessment study.",10.3389/fpsyg.2024.1400013
Europe PMC,2025,"Metabeliefs about worry, cognitive fusion, and acceptance: associations and mediations analysis.",10.3389/fpsyg.2025.1639105
OpenAlex,2026,The dual structure of anxiety: reconciling general and specific approaches,10.3389/fpsyg.2026.1774838
Europe PMC,2026,Validation of the Penn State Worry Questionnaire in a sample of Afghan students.,10.3389/fpsyg.2026.1800125
Europe PMC,2018,Psychophysiological Arousal and Auditory Sensitivity in a Cross-Clinical Sample of Autistic and Non-autistic Anxious Adults.,10.3389/fpsyt.2018.00783
Europe PMC,2019,Approaching Cognitive Behavior Therapy For Generalized Anxiety Disorder From A Cognitive Process Perspective.,10.3389/fpsyt.2019.00796
Europe PMC,2023,"Abbreviated version of Penn State Worry Questionnaire for Chinese adolescents: Age, gender and longitudinal invariance.",10.3389/fpsyt.2023.1086592
Europe PMC,2023,Working in corona-designated departments in a fortified underground hospital: Concerns about corona and predictors of job burnout.,10.3389/fpsyt.2023.1105632
Europe PMC,2024,The importance of examining early maladaptive schemas in the diagnosis and treatment of obsessive-compulsive disorder.,10.3389/fpsyt.2024.1360127
Europe PMC,2026,"The association between worry, rumination, and metacognitive beliefs in female adolescents with Anorexia Nervosa.",10.3389/fpsyt.2026.1812206
Europe PMC,2026,"Safety and preliminary efficacy of Aurora: a pilot, non-randomized clinical trial of a culturally adapted digital cognitive behavioral therapy intervention for anxiety and depression in Mexico.",10.3389/fpsyt.2026.1824079
Europe PMC,2021,Online Survey of the Impact of COVID-19 Risk and Cost Estimates on Worry and Health Behavior Compliance in Young Adults.,10.3389/fpubh.2021.612725
Europe PMC,2023,Evaluation of the effectiveness of sleep hygiene education and FITBIT devices on quality of sleep and psychological worry: a pilot quasi-experimental study among first-year college students.,10.3389/fpubh.2023.1182758
Europe PMC,2021,Impact of Human-Animal Interactions on Psychological and Physiological Factors Associated With Veterinary School Students and Donkeys.,10.3389/fvets.2021.701302
OpenAlex,2022,A multiple-baseline evaluation of acceptance and commitment therapy focused on repetitive negative thinking in panic disorder,10.33898/rdp.v33i122.1148
Europe PMC,2020,Tinnitus and Metacognitive Beliefs-Results of a Cross-Sectional Observational Study.,10.3390/brainsci11010003
Europe PMC,2022,"Rumination and Worry Selectively Modulate Total Calorie Consumption within an Online, Nudge Tactic Paradigm.",10.3390/bs12030067
OpenAlex,2026,Neural Correlates of Uncertainty Processing During Decision-Making in Individuals with Different Levels of Worry Proneness,10.3390/bs16091518
OpenAlex,2023,The Neuropsychological and Emotional Profile of Adults with Parasomnia: A Case Series,10.3390/ctn7040035
Europe PMC,2025,Anxiety Levels Among Women Undergoing Mammogram Screening.,10.3390/curroncol32030160
Europe PMC,2026,The Role of Worry and Emotional Intelligence in Depression in a Non-Clinical and Subclinical Sample.,10.3390/ejihpe16040048
Europe PMC,2020,Tendency to Worry and Fear of Mental Health during Italy's COVID-19 Lockdown.,10.3390/ijerph17165928
Europe PMC,2020,Worry and Permissive Parenting in Association with the Development of Internet Addiction in Children.,10.3390/ijerph17217722
Europe PMC,2021,Sleep Paralysis among Professional Firefighters and a Possible Association with PTSD-Online Survey-Based Study.,10.3390/ijerph18189442
Europe PMC,2022,"Characteristics of Sleep Paralysis and Its Association with Anxiety Symptoms, Perceived Stress, PTSD, and Other Variables Related to Lifestyle in Selected High Stress Exposed Professions.",10.3390/ijerph19137821
Europe PMC,2025,Emotional Dysregulation and Emotional Eating in Hospitalized Adults with Obesity: The Mediating Role of Worry and Rumination.,10.3390/jcm14113871
Europe PMC,2025,"Sleep Quality, Pain, Worry, and Rumination in Fibromyalgia: Results from Mediation Analyses.",10.3390/jcm14207267
Europe PMC,2026,"Worry, Rumination, and Metacognitive Beliefs in Adolescents with Obesity Associated with Binge Eating Disorder (BED) vs. Age-Matched Adolescents with Essential Obesity: A Cross-Sectional Study.",10.3390/jcm15020573
Europe PMC,2021,Effect of a Music Therapy Intervention Using Gerdner and Colleagues' Protocol for Caregivers and Elderly Patients with Dementia: A Single-Blind Randomized Controlled Study.,10.3390/jpm11060455
Europe PMC,2023,"The Relationship among Anxiety, Worry, Perceived Stress, Defense Mechanisms, and High Levels of Post-Traumatic Stress Symptoms: A Discriminant Analytic Approach.",10.3390/jpm13020237
Europe PMC,2025,Association Between Anxiety and Diet Quality Among Polish Adults: A Cross-Sectional Study.,10.3390/nu17223508
OpenAlex,2013,"XIII ESTSS Conference: “Trauma and its clinical pathways: PTSD and beyond”, Bologna, June 5-9, 2013",10.3402/ejpt.v4i0.21502
OpenAlex,2024,"Mindfulness program for cognitive errors of workers: role of consciousness, worry and rumination",10.34024/rnc.2024.v32.19065
OpenAlex,2022,"Análise da relação entre estado de saúde mental e ocorrência de lesões nos atletas profissionais de futebol no campeonato brasiliense, Candangão / Analysis of the relationship between mental health status and occurrence of injuries in professional soccer athletes in the brasiliense championship, Candangão",10.34117/bjdv8n5-122
OpenAlex,2024,The relationship between the stress of parental and teacher academic expectations and student anxiety: The mediating role of social skills,10.34172/rdme.33237
OpenAlex,2026,Resistance exercise training compared to a low-intensity sham for depressive symptoms in young women with analogue generalized anxiety disorder: A randomized controlled trial,10.34961/19574
OpenAlex,2024,Short Versions of the Penn State Worry Questionnaire: Psychometric Performance in a Sample of People Seeking Help,10.35670/1667-4545.v24.n2.46486
Europe PMC,2025,Repetitive Negative Thinking in University Students with Specific Learning Disorder: Does Gender Matter?,10.36131/cnfioritieditore20250204
OpenAlex,2026,The Relationship Between Compassion and tendency to worry Among Married Women with Young Children (Ages 0–6 Years),10.36948/ijfmr.2026.v08i02.72150
Semantic Scholar,2011,Attentional Bias of Individuals with Generalized Anxiety,10.3724/sp.j.1041.2011.00164
Europe PMC,2016,The impact of an unpredictable context and intolerance of uncertainty on the electrocortical response to monetary gains and losses.,10.3758/s13415-015-0382-3
Semantic Scholar,2013,"White matter microstructure alterations in patients with first episode,treatment-naive generalized anxiety disorder",10.3760/cma.j.issn.1006-7884.2013.04.003
OpenAlex,2015,Reliability and validity of Chinese Version of an abbreviated eight-item measure of Penn State Worry Questionnaire in patients after total hip replacement,10.3760/cma.j.issn.1672-7088.2015.27.016
OpenAlex,2015,Association study on personality and plasma cortisol level in the patients with generalized anxiety disorder,10.3760/cma.j.issn.1674-6554.2015.12.015
OpenAlex,2019,"Multiple mediating effects of intolerance of uncertainty, obsessive-compulsive and generalized anxiety on neuroticism and insomnia in college students",10.3760/cma.j.issn.1674-6554.2019.03.012
OpenAlex,2024,"Relationship Satisfaction, Co-Parenting, Spiritual Disclosure, and Religious/Spiritual Coping: Exploring Links to Parents’ Mental Health following a Neonatal Intensive Care Experience",10.37898/spc.2023.9.1.192
OpenAlex,2024,"Relationship Satisfaction, Co-Parenting, Spiritual Disclosure, and Religious/Spiritual Coping: Exploring Links to Parents’ Mental Health following a Neonatal Intensive Care Experience",10.37898/spiritualpc.1429870
OpenAlex,2023,Insomnia and potential risk factors during pregnancy,10.4038/sljog.v45i3.8073
Semantic Scholar,2017,"Reducing anxiety, geriatric depression and worry in a sample of older adults through a mindfulness training program",10.4067/s0718-48082017000100007
Europe PMC,2020,Anxiety sensitivity dimensions in young individuals with at-risk-mental states.,10.4081/ripppo.2020.431
Europe PMC,2022,"Randomized, Placebo-Controlled Effectiveness Study of Quetiapine XR in Comorbid Depressive and Anxiety Disorders.",10.4088/jcp.21m14096
Europe PMC,2012,Mindfulness-based cognitive behavior therapy in patients with anxiety disorders: a case series.,10.4103/0253-7176.106026
OpenAlex,2020,Comparison of factor structure and psychometric properties of original and abbreviated version of the Penn State Worry Questionnaire in a nonclinical sample: a cross-sectional psychometric study,10.4103/2542-3932.304944
OpenAlex,2017,The Relationship between Worry and Anger Rumination with Adjustment Problems To Heart Disease,10.4103/hm.hm_7_18
OpenAlex,2019,"Effectiveness of acceptance and commitment therapy on intolerance of uncertainty, experiential avoidance, and symptoms of generalized anxiety disorder in individuals with Type II diabetes",10.4103/iahs.iahs_52_18
Europe PMC,2019,Correlates of worry and functional somatic symptoms in generalized anxiety disorder.,10.4103/ipj.ipj_31_19
OpenAlex,2023,Intolerance to uncertainty among the medical professionals in Central Kerala – Did COVID-19 make us intolerant?,10.4103/jcrsm.jcrsm_13_23
Europe PMC,2025,Psychometric properties and factor structure of the Persian version of worry questionnaire - Contrast avoidance model.,10.4103/jehp.jehp_1185_23
OpenAlex,2017,Mindfulness Based Stress Reduction,10.4135/9781483365817.n852
Semantic Scholar,2019,"Comparison of Verbal and Practical Intelligence in Normal Individuals and Individuals with Generalized Anxiety Disorder (GAD) by Focusing on Worry, Rumination, and Post-event Processing",10.4172/2161-0681.1000363
OpenAlex,2012,Where Have All the Worriers Gone? Temporal Instability of the Abbreviated Penn State Worry Questionnaire Limits Reliable Screening for High Trait Worry,10.4236/psych.2012.311141
OpenAlex,2017,Psychometric Properties of the Persian Version of the Vancouver Obsessional-Compulsive Inventory Inventory (VOCI) in Iranian Non-Clinical Sample,10.4236/psych.2017.81012
OpenAlex,2026,EFFECTIVENESS OF ACCEPTANCE AND COMMITMENT THERAPY IN THE TREATMENT OF GENERALIZED ANXIETY DISORDER: A NON-RANDOMIZED CONTROLLED TRIAL IN PESHAWAR,10.4238/wt12zv60
